trade_id,qty,price,side,type,fee_paid,pside,long_psize,long_pprice,shrt_psize,shrt_pprice,pnl,liq_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,available_margin,balance,timestamp,progress,drawdown,balance_starting_balance_ratio,equity_starting_balance_ratio,equity_balance_ratio,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
42552,-2043.0,0.41178,sel,long_close,-0.1514279772,long,0.0,0.40975,-0.0,0.41276,4.147289999999952,0.0,1.0,1222.8491470094,22.84914700939984,0.0,24.643489999999847,-1.7943429906000001,1222.8491470094,1222.8491470094,1614574216992.0,0.0024985416072764916,0.0,1.0190409558411666,1.0190409558411666,1.0,1.0190409558411666,0.18953822916666666,0.0,0.0,1.2156566666666666,1.2156566666666666
42868,-2034.0,0.41334,sel,initial_shrt_entry,-0.1513320408,shrt,0.0,0.40975,-2034.0,0.41334,0.0,1.0084931448718701,1.4398043906419986,1222.6774749685999,22.69781496859984,0.0,24.643489999999847,-1.9456750314000002,942.4329549685999,1222.6978149686,1614574259113.0,0.002517096296783433,1.66356217534434e-05,1.0189148458071666,1.0188978958071666,0.9999833646549858,1.0188978958071666,0.19002574074074075,0.0,0.011700277777777778,0.0,0.011700277777777778
44637,2034.0,0.41129,buy,shrt_close,-0.1505814948,shrt,0.0,0.40975,-0.0,0.41334,4.169699999999993,0.0,1.0,1226.7169334737998,26.716933473799834,0.0,28.81318999999984,-2.0962565262000004,1226.7169334737998,1226.7169334737998,1614574847990.0,0.0026209673275991905,0.0,1.0222641112281665,1.0222641112281665,1.0,1.0222641112281665,0.19684144675925927,0.0,0.17527722222222222,0.0,0.17527722222222222
46793,2059.0,0.40914,buy,initial_long_entry,-0.1516354668,long,2059.0,0.40914,-0.0,0.41334,0.0,0.0,1.0,1226.5447080069998,26.565298006999836,0.0,28.81318999999984,-2.2478919930000005,945.7382880069998,1226.565298007,1614576120740.0,0.0027475619813237657,1.6786995097423155e-05,1.0221377483391665,1.0221205900058332,0.999983213286701,1.0221205900058332,0.21157234953703705,0.0,0.0,0.35354166666666664,0.35354166666666664
57869,2717.0,0.40245,buy,long_reentry,-0.19682219699999998,long,4776.0,0.4053341520100502,-0.0,0.41334,0.0,0.14941209484566526,0.6287160308988985,1212.4504858100001,26.368475809999836,0.0,28.81318999999984,-2.4447141900000005,567.1585158100003,1226.3684758099998,1614580984435.0,0.0033979155920164338,0.011479223409854562,1.0219737298416665,1.0103754048416669,0.9886510536804144,1.0103754048416669,0.26786511574074073,0.0,0.0,1.7045680555555556,1.7045680555555556
71389,-2068.0,0.40734,sel,long_close,-0.1516282416,long,2708.0,0.4053341520100502,-0.0,0.41334,4.148093643216174,0.0,1.0,1235.8238575684002,30.36494121161601,0.0,32.961283643216014,-2.5963424316000006,869.9422296873281,1230.364941211616,1614585676391.0,0.004191774459528611,0.004417228493650432,1.0253041176763467,1.0298532146403334,1.0044368269721733,1.0298532146403334,0.322170162037037,0.0,0.0,3.0078891666666667,3.0078891666666667
71536,-2708.0,0.40734,sel,long_close,-0.19855380960000002,long,0.0,0.4053341520100502,-0.0,0.41334,5.431836356784042,0.0,1.0,1235.5982237588,35.59822375880005,0.0,38.39312000000005,-2.7948962412000005,1235.5982237588,1235.5982237588,1614585708655.0,0.00420040591319165,0.0,1.0296651864656667,1.0296651864656667,1.0,1.0296651864656667,0.32254358796296295,0.0,0.0,3.016851388888889,3.016851388888889
74191,-2072.0,0.40959,sel,initial_shrt_entry,-0.1527606864,shrt,0.0,0.4053341520100502,-2072.0,0.40959,0.0,0.9999216591180717,1.44121498808123,1235.4247430724001,35.44546307240005,0.0,38.39312000000005,-2.9476569276000006,952.5345830724002,1235.4454630724001,1614586624489.0,0.004356300535473073,1.677155983492287e-05,1.0295378858936668,1.0295206192270001,0.9999832287214456,1.0295206192270001,0.33314351851851853,0.0,0.25439833333333334,0.0,0.25439833333333334
84968,-2735.0,0.41629,sel,shrt_reentry,-0.20493956700000002,shrt,0.0,0.4053341520100502,-4807.0,0.4134020449344705,0.0,0.6664132312578451,0.6008004594231207,1221.3100535053998,35.240523505400056,0.0,38.39312000000005,-3.1525964946000005,558.9021768387332,1235.2405235054,1614589733186.0,0.004989097651980376,0.011406169923859266,1.0293671029211666,1.0177583779211665,0.9887224635729501,1.0177583779211665,0.36912380787037036,0.0,1.1179252777777777,0.0,1.1179252777777777
95553,2061.0,0.41136,buy,shrt_close,-0.1526063328,shrt,0.0,0.4053341520100502,-2746.0,0.4134020449344705,4.208654609943745,0.8580862019780283,1.0862274245168566,1245.0413271725997,39.2965717825438,0.0,42.601774609943796,-3.3052028274000005,866.6406553759143,1239.2965717825437,1614593278237.0,0.005610621033091056,0.004614108194385805,1.0327471431521198,1.0375344393104997,1.004635496878518,1.0375344393104997,0.41015449074074073,0.0,2.1026616666666667,0.0,2.1026616666666667
95566,2746.0,0.41136,buy,shrt_close,-0.2033270208,shrt,0.0,0.4053341520100502,-0.0,0.4134020449344705,5.607455390056052,0.0,1.0,1244.7007001517998,44.70070015179985,0.0,48.20922999999985,-3.5085298482000007,1244.7007001517998,1244.7007001517998,1614593280556.0,0.005611384358925202,0.0,1.0372505834598331,1.0372505834598331,1.0,1.0372505834598331,0.4101813310185185,0.0,2.103305833333333,0.0,2.103305833333333
96106,-2066.0,0.41375,sel,initial_shrt_entry,-0.15386535,shrt,0.0,0.4053341520100502,-2066.0,0.41375,0.0,1.0101579295532708,1.4413513052016118,1244.5055148018,44.546834801799854,0.0,48.20922999999985,-3.6623951982000005,959.5696814684667,1244.5468348017998,1614593431252.0,0.005643091739728203,3.320194206322565e-05,1.0371223623348331,1.0370879290015,0.9999667991602691,1.0370879290015,0.41192549768518516,0.0,2.1451658333333334,0.0,2.1451658333333334
98156,2066.0,0.4117,buy,shrt_close,-0.15310299600000002,shrt,0.0,0.4053341520100502,-0.0,0.41375,4.2352999999999925,0.0,1.0,1248.6290318057997,48.62903180579985,0.0,52.444529999999844,-3.8154981942000004,1248.6290318057997,1248.6290318057997,1614594358014.0,0.005763462352035893,0.0,1.0405241931714997,1.0405241931714997,1.0,1.0405241931714997,0.4226519097222222,0.0,2.4025997222222224,0.0,2.4025997222222224
100655,-2072.0,0.41396,sel,initial_shrt_entry,-0.1543905216,shrt,0.0,0.4053341520100502,-2072.0,0.41396,0.0,1.0105170865760071,1.440980449722226,1248.4332012841999,48.47464128419985,0.0,52.444529999999844,-3.9698887158000002,962.5248279508666,1248.4746412841998,1614595464193.0,0.005910197064307559,3.319360615957564e-05,1.0403955344034999,1.0403610010701665,0.9999668074956194,1.0403610010701665,0.4354549074074074,0.0,2.7098716666666665,0.0,2.7098716666666665
122684,-2735.0,0.42073,sel,shrt_reentry,-0.207125379,shrt,0.0,0.4053341520100502,-4807.0,0.4178118722696068,0.0,0.673491051048442,0.60072978810772,1234.1920059052004,48.26751590519985,0.0,52.444529999999844,-4.1770140948000005,564.7181159052004,1248.2675159051998,1614603694724.0,0.007203682048954435,0.011404635528874585,1.040222929921,1.0284933382543338,0.9887239635569685,1.0284933382543338,0.5307156828703704,1.0543641257379546,4.996130277777778,0.0,4.996130277777778
133780,2061.0,0.41574,buy,shrt_close,-0.15423122520000002,shrt,0.0,0.4053341520100502,-2746.0,0.4178118722696068,4.270128747659639,0.867185422482418,1.0858840200183246,1258.07277468,52.38341342765949,0.0,56.714658747659485,-4.331245320000001,875.63564092922,1252.3834134276594,1614607161603.0,0.007855210007084251,0.0045222831038433066,1.0436528445230495,1.0483939789,1.0045428270538728,1.0483939789,0.5708415972222223,1.086312656763976,5.959152222222222,0.0,5.959152222222222
133827,2746.0,0.41574,buy,shrt_close,-0.20549196720000001,shrt,0.0,0.4053341520100502,-0.0,0.4178118722696068,5.689361252340304,0.0,1.0,1257.8672827127998,57.86728271279979,0.0,62.40401999999979,-4.536737287200001,1257.8672827127998,1257.8672827127998,1614607169000.0,0.007857969723561549,0.0,1.048222735594,1.048222735594,1.0,1.048222735594,0.5709272106481481,1.085988406356885,5.961206944444444,0.0,5.961206944444444
134688,2087.0,0.41393,buy,initial_long_entry,-0.1554969438,long,2087.0,0.41393,-0.0,0.4178118722696068,0.0,0.0,1.0,1257.6700457689997,57.71178576899979,0.0,62.40401999999979,-4.692234231000001,969.7127424356663,1257.7117857689998,1614607304313.0,0.007908525380730778,3.318835503838066e-05,1.0480931548074999,1.0480583714741665,0.999966812746392,1.0480583714741665,0.5724933333333333,1.0854460055549144,0.0,0.037586944444444444,0.037586944444444444
135641,-2087.0,0.41598,sel,long_close,-0.1562670468,long,0.0,0.41393,-0.0,0.4178118722696068,4.2783499999999925,0.0,1.0,1261.8338687222,61.83386872219978,0.0,66.68236999999978,-4.848501277800001,1261.8338687222,1261.8338687222,1614607512660.0,0.00796448303611089,0.0,1.0515282239351667,1.0515282239351667,1.0,1.0515282239351667,0.5749047569444444,1.0913291044232307,0.0,0.09546111111111111,0.09546111111111111
139636,-2072.0,0.41822,sel,initial_shrt_entry,-0.15597933120000002,shrt,0.0,0.41393,-2072.0,0.41822,0.0,1.0210866599256776,1.441155828453853,1261.553569391,61.67788939099978,0.0,66.68236999999978,-5.004480609000002,972.7029560576668,1261.677889391,1614609112298.0,0.008199058936681242,9.854516131242198e-05,1.0513982411591667,1.0512946411591668,0.9999014645488795,1.0512946411591668,0.5934190856481482,1.087950038093506,0.44434388888888887,0.0,0.44434388888888887
144134,2072.0,0.41615,buy,shrt_close,-0.15520730400000002,shrt,0.0,0.41393,-0.0,0.41822,4.289039999999918,0.0,1.0,1265.811722087,65.8117220869997,0.0,70.9714099999997,-5.159687913000002,1265.811722087,1265.811722087,1614610804250.0,0.008463169675295869,0.0,1.0548431017391666,1.0548431017391666,1.0,1.0548431017391666,0.6130018634259259,1.0910050181397712,0.9143305555555555,0.0,0.9143305555555555
146716,-2077.0,0.41865,sel,initial_shrt_entry,-0.156516489,shrt,0.0,0.41393,-2077.0,0.41865,0.0,1.0219605678815886,1.4407942867962469,1265.5513555979999,65.6552055979997,0.0,70.9714099999997,-5.316204402000002,975.7060055979998,1265.6552055979998,1614611735481.0,0.0086147779294317,8.205909585620449e-05,1.0547126713316666,1.054626129665,0.9999179476372865,1.054626129665,0.62378,1.0890051312846438,1.1730058333333333,0.0,1.1730058333333333
156657,-2741.0,0.4255,sel,shrt_reentry,-0.20993319,shrt,0.0,0.41393,-4818.0,0.4225470215857202,0.0,0.6811531713822502,0.6007923935565561,1251.1696424079998,65.4452724079997,0.0,70.9714099999997,-5.526137592000002,572.5591257413331,1265.445272408,1614614571745.0,0.00919848732306621,0.011409827665355778,1.0545377270066667,1.0426413686733331,0.9887188878798091,1.0426413686733331,0.6566071296296296,1.065661271435662,1.9608569444444444,0.0,1.9608569444444444
172573,2066.0,0.42046,buy,shrt_close,-0.1563606648,shrt,0.0,0.41393,-2752.0,0.4225470215857202,4.311786596097968,0.8771118477405558,1.086176024499467,1275.3992217431999,69.60069833929767,0.0,75.28319659609767,-5.682498256800002,887.7827539418993,1269.6006983392979,1614617408615.0,0.01013303301354874,0.004546437934920982,1.058000581949415,1.062832684786,1.0045672024373387,1.062832684786,0.6894412731481482,1.0924108699045867,2.7488763888888887,0.0,2.7488763888888887
172699,2076.0,0.42,buy,initial_long_entry,-0.1569456,long,2076.0,0.42,-2752.0,0.4225470215857202,0.0,2.2136183511070002,4.270645375144648,1276.4599161432,69.44375273929766,0.0,75.28319659609767,-5.839443856800003,598.2034483418993,1269.443752739298,1614617420125.0,0.010140431402402774,0.00549657949706816,1.0578697939494148,1.063716596786,1.0055269588658513,1.063716596786,0.6895744907407407,1.0937099358102318,0.0,0.0031972222222222224,0.0031972222222222224
173643,-2076.0,0.42208,sel,long_close,-0.1577228544,long,0.0,0.42,-2752.0,0.4225470215857202,4.318080000000054,0.87855611828419,1.081442626653534,1274.8618332888002,73.60410988489772,0.0,79.60127659609772,-5.997166711200003,887.2453654874996,1273.604109884898,1614617582821.0,0.010195860601436168,0.0009865566377947256,1.061336758237415,1.062384861074,1.0009875308929521,1.062384861074,0.6914575462962963,1.0914639126810537,0.0,0.048390555555555555,0.048390555555555555
177996,2752.0,0.42046,buy,shrt_close,-0.2082790656,shrt,0.0,0.42,-0.0,0.4225470215857202,5.743483403902037,0.0,1.0,1279.1393142232,79.13931422319976,0.0,85.34475999999975,-6.205445776800003,1279.1393142232,1279.1393142232,1614618785682.0,0.010451457321131471,0.0,1.0659494285193334,1.0659494285193334,1.0,1.0659494285193334,0.7053795486111111,1.0947665698413171,0.3341280555555556,0.0,0.3341280555555556
178367,2092.0,0.41997,buy,initial_long_entry,-0.15814390320000002,long,2092.0,0.41997,-0.0,0.4225470215857202,0.0,0.0,1.0,1278.93933032,78.98117031999976,0.0,85.34475999999975,-6.363589680000003,986.08025032,1278.98117032,1614618902877.0,0.01047324146609057,3.271460890144354e-05,1.0658176419333334,1.0657827752666666,0.9999672864613092,1.0657827752666666,0.7067359722222222,1.09433421278617,0.0,0.03255416666666667,0.03255416666666667
180153,-2092.0,0.42205,sel,long_close,-0.158927148,long,0.0,0.41997,-0.0,0.4225470215857202,4.351359999999939,0.0,1.0,1283.173603172,83.1736031719997,0.0,89.6961199999997,-6.522516828000003,1283.173603172,1283.173603172,1614619495962.0,0.010578110692227905,0.0,1.0693113359766666,1.0693113359766666,1.0,1.0693113359766666,0.7136003819444444,1.0984618315399939,0.0,0.1973,0.1973
182517,2099.0,0.41979,buy,initial_long_entry,-0.15860505780000003,long,2099.0,0.41979,-0.0,0.4225470215857202,0.0,0.0,1.0,1283.0149981141997,83.0149981141997,0.0,89.6961199999997,-6.681121885800003,989.3019281141997,1283.0149981142,1614620389156.0,0.010716918559298821,1.7721825214625728e-16,1.0691791650951665,1.0691791650951663,0.9999999999999998,1.0691791650951663,0.723938275462963,1.0968024285218538,0.0,0.44540944444444447,0.44540944444444447
189832,2770.0,0.41292,buy,long_reentry,-0.20588191200000003,long,4869.0,0.4158816204559458,-0.0,0.4225470215857202,0.0,0.15329450762612232,0.628745955229657,1268.3402962021999,82.8091162021997,0.0,89.6961199999997,-6.887003797800003,593.3644262021999,1282.8091162022,1614622698285.0,0.011146436134435772,0.011407679818518847,1.0690075968351667,1.0569502468351666,0.9887209875442455,1.0569502468351666,0.7506643055555555,1.0765751302331128,0.0,1.0868341666666668,1.0868341666666668
225444,-2118.0,0.41607,sel,initial_shrt_entry,-0.15862252680000002,shrt,4869.0,0.4158816204559458,-2118.0,0.41607,0.0,0.0,1.0,1283.5952236754,82.6504936753997,0.0,89.6961199999997,-7.045626324600003,314.87393367539994,1282.6504936754,1614635620300.0,0.013237479181021842,0.0007360030503189552,1.0688754113961667,1.0696626863961667,1.0007365451497958,1.0696626863961667,0.9002246643518519,1.0776764337467732,3.589448611111111,0.0,3.589448611111111
226694,-2108.0,0.41794,sel,long_close,-0.1585831536,long,2761.0,0.4158816204559458,-2118.0,0.41607,4.339064078866231,0.0,1.0,1288.5599305218,86.83097460066594,0.0,94.03518407886592,-7.204209478200004,612.0647924955113,1286.8309746006662,1614635977538.0,0.013310875895843602,0.0013417737741027204,1.0723591455005552,1.0737999421014999,1.0013435765498808,1.0737999421014999,0.9043593634259259,1.0819163444222806,0.0,0.09923277777777778,0.09923277777777778
226710,-2761.0,0.41794,sel,long_close,-0.20770782119999998,long,0.0,0.4158816204559458,-2118.0,0.41607,5.683185921133617,1.0175337186515778,1.4342911929463587,1288.2187127005998,92.30645270059955,0.0,99.71836999999954,-7.411917299400003,994.4732927005998,1292.3064527005997,1614635979833.0,0.013311815373793322,0.003173172350082131,1.0769220439171665,1.0735155939171666,0.996836864823001,1.0735155939171666,0.9043859259259259,1.0815970609681116,0.0,0.09987027777777778,0.09987027777777778
232824,-2795.0,0.42283,sel,shrt_reentry,-0.21272577299999998,shrt,0.0,0.4158816204559458,-4913.0,0.4199157561571341,0.0,0.6788806268233464,0.6055260307051049,1277.7269169276,92.09372692759955,0.0,99.71836999999954,-7.624643072400003,590.0448802609335,1292.0937269275996,1614639129042.0,0.013670813385329524,0.011244037994085397,1.0767447724396664,1.064772430773,0.9888809846371117,1.064772430773,0.9408351041666667,1.068983139695667,0.8747802777777778,0.0,0.8747802777777778
240294,-3646.0,0.43542,sel,shrt_reentry,-0.2857574376,shrt,0.0,0.4158816204559458,-8559.0,0.42652032129921713,0.0,0.5740392505264708,0.31829701113005443,1215.46443949,91.80796948999955,0.0,99.71836999999954,-7.910400510000003,-1.3980371766665485,1291.8079694899996,1614640059838.0,0.014109432153104373,0.06281017158513731,1.0765066412416664,1.0128870329083333,0.9409017967042426,1.0128870329083333,0.9516082060185185,1.0135467920614676,1.1333347222222223,0.0,1.1333347222222223
269146,594.0,0.42481,buy,initial_long_entry,-0.045420685200000005,long,594.0,0.42481,-8559.0,0.42652032129921713,0.0,0.5848012734656388,0.3766508320754209,1306.4808388047989,91.76254880479955,0.0,99.71836999999954,-7.955821195200003,5.505982138132367,1291.7625488047995,1614645792063.0,0.015803545765934353,0.011265599588482292,1.0764687906706663,1.0887340323373325,1.0113939593725003,1.0887340323373325,1.0179534027777777,1.0871028081138419,0.0,1.5922847222222223,1.5922847222222223
269205,2089.0,0.42441,buy,shrt_close,-0.15958664820000001,shrt,594.0,0.42481,-6470.0,0.42652032129921713,4.408461194064567,0.6419002024219338,0.5125243347438295,1309.545122156599,96.01142335066412,0.0,104.12683119406411,-8.115407843400003,305.5705825546207,1296.011423350664,1614645794041.0,0.01580701009087394,0.010334656345134054,1.0800095194588868,1.091287601797166,1.0104425767875915,1.091287601797166,1.0179762962962964,1.0896054277242864,0.0005494444444444444,0.0,0.0005494444444444444
269376,2097.0,0.42441,buy,shrt_close,-0.16019779860000002,shrt,594.0,0.42481,-4373.0,0.42652032129921713,4.4253437644583045,0.7637172130218741,0.7995645821576242,1309.3429843579988,100.27656931652243,0.0,108.55217495852241,-8.275605642000004,603.5061493441733,1300.2765693165222,1614645800329.0,0.015817050761461556,0.0069244003670452135,1.0835638077637686,1.0911191536316658,1.0069726820089069,1.0911191536316658,1.018049074074074,1.0894335373987527,0.002296111111111111,0.0,0.002296111111111111
269387,2104.0,0.42441,buy,shrt_close,-0.16073255520000002,shrt,594.0,0.42481,-2269.0,0.42652032129921713,4.440116013552824,1.1911950387869632,1.80756820681381,1309.3244218027987,104.55595277487525,0.0,112.99229097207524,-8.436338197200003,902.6205054601575,1304.555952774875,1614645802392.0,0.01581769665255199,0.0036419308679494122,1.0871299606457292,1.0911036848356657,1.0036552430102985,1.0911036848356657,1.0180729513888889,1.0894161780688172,0.0028691666666666666,0.0,0.0028691666666666666
269390,2269.0,0.42441,buy,shrt_close,-0.17333753220000003,shrt,594.0,0.42481,-0.0,0.42652032129921713,4.788319027923649,0.0,1.0,1308.8917542705988,109.1709342705989,0.0,117.78060999999889,-8.609675729400003,1224.7793742705987,1309.1709342705988,1614645803524.0,0.015817872804667562,0.0002132949490201153,1.0909757785588323,1.0907431285588323,0.9997867505360134,1.0907431285588323,1.0180860532407408,1.0890613733882515,0.003183611111111111,0.0,0.003183611111111111
270601,784.0,0.42261,buy,long_reentry,-0.0596387232,long,1378.0,0.4235583309143687,-0.0,0.42652032129921713,0.0,0.0,1.0,1307.7907155473988,109.11129554739891,0.0,117.78060999999889,-8.669314452600004,1113.2362555473987,1309.1112955473989,1614646006124.0,0.015888979541986883,0.0010097793051293468,1.0909260796228324,1.089825596289499,0.9989912393205286,1.089825596289499,1.020430960648148,1.0879502737910713,0.0,0.05627777777777778,0.05627777777777778
272031,1818.0,0.41894,buy,long_reentry,-0.1370939256,long,3196.0,0.4209312578222778,-0.0,0.42652032129921713,0.0,0.011390308198565959,0.972810951236326,1302.578181621799,108.97420162179891,0.0,117.78060999999889,-8.806408378200004,854.1460816217991,1308.9742016217988,1614646219153.0,0.01597294538374298,0.004910277241122063,1.0908118346848323,1.085481818018166,0.9951137157691304,1.085481818018166,1.022896574074074,1.0834906704789267,0.0,0.1154525,0.1154525
273307,-2125.0,0.42301,sel,long_close,-0.16180132500000002,long,1071.0,0.4209312578222778,-0.0,0.42652032129921713,4.417327127659659,0.0,1.0,1315.4667702967988,113.22972742445857,0.0,122.19793712765855,-8.968209703200005,1165.1943112542456,1313.2297274244584,1614646477860.0,0.016047868750233035,0.0017005696554658891,1.0943581061870487,1.0962223085806657,1.001703466518937,1.0962223085806657,1.0258908680555556,1.0936835906682127,0.0,0.18731555555555557,0.18731555555555557
273378,-1071.0,0.42301,sel,long_close,-0.0815478678,long,0.0,0.4209312578222778,-0.0,0.42652032129921713,2.2263328723404685,0.0,1.0,1315.3745124289987,115.37451242899904,0.0,124.42426999999901,-9.049757571000004,1315.3745124289987,1315.3745124289987,1614646512523.0,0.01605203768363491,0.0,1.0961454270241655,1.0961454270241655,1.0,1.0961454270241655,1.0262920601851853,1.0935705689046773,0.0,0.19694416666666667,0.19694416666666667
273393,2136.0,0.4229,buy,initial_long_entry,-0.162596592,long,2136.0,0.4229,-0.0,0.42652032129921713,0.0,0.0,1.0,1315.0837558369985,115.21191583699904,0.0,124.42426999999901,-9.212354163000004,1013.9789558369985,1315.2119158369987,1614646513431.0,0.01605291844421277,9.745386895045211e-05,1.0960099298641657,1.0959031298641655,0.9999025556273806,1.0959031298641655,1.0263025694444445,1.0933340339256608,0.0,0.19719638888888888,0.19719638888888888
274767,-2136.0,0.42499,sel,long_close,-0.1634001552,long,0.0,0.4229,-0.0,0.42652032129921713,4.464239999999959,0.0,1.0,1319.5127556817988,119.512755681799,0.0,128.88850999999897,-9.375754318200004,1319.5127556817988,1319.5127556817988,1614650450593.0,0.01613359611314485,0.0,1.0995939630681657,1.0995939630681657,1.0,1.0995939630681657,1.071871574074074,1.0926161575305877,0.0,1.2908525,1.2908525
275038,2135.0,0.42389,buy,initial_long_entry,-0.162900927,long,2135.0,0.42389,-0.0,0.42652032129921713,0.0,0.0,1.0,1319.3285047547988,119.34985475479901,0.0,128.88850999999897,-9.538655245200005,1017.6601214214654,1319.3498547547988,1614650558009.0,0.01614950852091821,1.6182474586912648e-05,1.0994582122956658,1.099440420628999,0.9999838177872813,1.099440420628999,1.0731148148148149,1.0923618828904653,0.0,1.3206902777777778,1.3206902777777778
276645,-2135.0,0.42599,sel,long_close,-0.16370795700000002,long,0.0,0.42389,-0.0,0.42652032129921713,4.48349999999998,0.0,1.0,1323.6696467977988,123.66964679779899,0.0,133.37200999999897,-9.702363202200004,1323.6696467977988,1323.6696467977988,1614650976415.0,0.016243867337493067,0.0,1.1030580389981657,1.1030580389981657,1.0,1.1030580389981657,1.0779574768518518,1.0952611081795212,0.0,1.4369141666666667,1.4369141666666667
